174 117 0 
174 117 100 
243 117 100 
243 117 0 
243 117 0 
243 117 100 
223.217 165.965 100 
223.217 165.965 0 
223.146 166.141 0 
223.146 166.141 100 
174.534 186.775 100 
174.534 186.775 0 
174.359 186.849 0 
174.359 186.849 100 
125.394 167.066 100 
125.394 167.066 0 
125.218 166.995 0 
125.218 166.995 100 
104.584 118.383 100 
104.584 118.383 0 
104.51 118.209 0 
104.51 118.209 100 
124.293 69.2437 100 
124.293 69.2437 0 
124.364 69.0678 0 
124.364 69.0678 100 
172.976 48.4332 100 
172.976 48.4332 0 
173.151 48.3591 0 
173.151 48.3591 100 
222.115 68.1422 100 
222.115 68.1422 0 
222.291 68.2132 0 
222.291 68.2132 100 
242.926 116.825 100 
242.926 116.825 0 
